millisSinceGpsEpoch,latDeg,lngDeg,heightAboveWgs84EllipsoidM,ecefxM,ecefyM,ecefzM
314680806.0,50.1109184431729,8.66109247516128,146.591576273553,4051761.6267706496,617191.1130619266,4870822.737356856
314681006.0,50.1109185683129,8.66109246851618,146.591205007397,4051761.616048167,617191.1109477847,4870822.745998799
314681206.0,50.1109185287112,8.66109244190675,146.590820560232,4051761.619432461,617191.1095379124,4870822.742878847
314681406.0,50.1109184671407,8.66109241150438,146.590440818109,4051761.624714212,617191.1081426259,4870822.738195368
314681606.0,50.1109184506637,8.66109240852631,146.590082384646,4051761.6259092945,617191.1081091831,4870822.736744967
314681806.0,50.1109184012821,8.66109241655738,146.589757266454,4051761.629783234,617191.109280395,4870822.732972892
314682006.0,50.1109184254644,8.6610924264167,146.58947557956,4051761.627458061,617191.1096396043,4870822.734481791
314682206.0,50.1109183853798,8.66109242243152,146.589245506562,4051761.6307372637,617191.1098507569,4870822.731445841
314682406.0,50.1109184242974,8.66109240273708,146.589073295705,4051761.6275565596,617191.1079412114,4870822.7340898765
314682606.0,50.1109184011292,8.66109236416773,146.588961242698,4051761.629855806,617191.1055006684,4870822.732351206
314682806.0,50.110918439576,8.66109237125884,146.588909569196,4051761.6265027123,617191.1055029976,4870822.735054145
314683006.0,50.1109184071195,8.66109234769334,146.5889153881,4051761.6294987653,617191.1042542368,4870822.732743338
314683206.0,50.110918354472,8.66109236524393,146.588975088671,4051761.633789692,617191.1061777748,4870822.729033557
314683406.0,50.1109183836465,8.66109239278057,146.589085482992,4051761.631101458,617191.1077607663,4870822.731199413
314683606.0,50.1109184468541,8.66109241986362,146.589244490489,4051761.625577388,617191.1088789637,4870822.735830305
314683806.0,50.110918438641,8.66109242707062,146.589447478764,4051761.626321427,617191.1095137808,4870822.735400178
314684006.0,50.1109184856976,8.6610923747746,146.589684049599,4051761.6230643434,617191.1052336339,4870822.738938458
314684206.0,50.1109184416858,8.66109234179417,146.589937725104,4051761.6272939327,617191.1034915332,4870822.735993536
314684406.0,50.1109184598242,8.66109234977552,146.590191176161,4051761.6258382155,617191.1038472989,4870822.737481902
314684606.0,50.1109185581518,8.66109237255602,146.590431149118,4051761.617448575,617191.104217672,4870822.7446801895
314684806.0,50.1109185169264,8.661092353854,146.590648761019,4051761.6212663897,617191.1034459965,4870822.741906363
314685006.0,50.1109185766125,8.66109230285597,146.590837949887,4051761.6168996715,617191.099090742,4870822.74630921
314685206.0,50.1109185172212,8.66109226678302,146.590994692408,4051761.6223987625,617191.0973182534,4870822.742192821
314685406.0,50.1109185567101,8.6610922547671,146.591115929186,4051761.619273187,617191.0959727037,4870822.745102769
314685606.0,50.1109185380122,8.66109224316183,146.591196800582,4051761.621027105,617191.0954001443,4870822.743831014
314685806.0,50.1109185545306,8.66109226033099,146.591230400838,4051761.619469722,617191.0964052301,4870822.745035129
314686006.0,50.1109185622122,8.66109225910305,146.591208041646,4051761.6188206384,617191.0962175067,4870822.745565935
314686206.0,50.1109184634058,8.66109226033389,146.591118054464,4051761.6270871167,617191.0975657718,4870822.738448576
314686406.0,50.1109185072258,8.6610922275872,146.590953509323,4051761.623638233,617191.0946709483,4870822.741448204
314686606.0,50.1109184699027,8.66109222934444,146.59072061535,4051761.626620787,617191.09525242,4870822.73860708
314686806.0,50.1109184896553,8.66109222611067,146.590429584496,4051761.624804486,617191.0947417616,4870822.739792818
314687006.0,50.1109185105281,8.66109223055155,146.590089301579,4051761.6227797694,617191.0947546741,4870822.741020677
314687206.0,50.1109185017022,8.66109221588895,146.589708524756,4051761.6234409926,617191.0937944477,4870822.74009892
314687406.0,50.1109185300991,8.66109216511175,146.589293288998,4051761.6213287213,617191.0897985843,4870822.741805996
314687606.0,50.1109184828762,8.66109216043004,146.588846429251,4051761.625080279,617191.0900312897,4870822.738094499
314687806.0,50.1109184593721,8.66109219484729,146.588365232572,4051761.62638762,617191.0927207769,4870822.736048629
314688006.0,50.110918448442,8.66109221156995,146.587843188085,4051761.6267987397,617191.0939934101,4870822.7348683765
314688206.0,50.1109184545413,8.66109223244051,146.587268129922,4051761.625694712,617191.0953353777,4870822.734862232
314688406.0,50.1109184025458,8.6610922853049,146.58662335109,4051761.6291035917,617191.0996797731,4870822.730658424
314688606.0,50.1109184295971,8.66109233771811,146.585889454,4051761.6257912596,617191.1029677028,4870822.732025007
314688806.0,50.1109184175533,8.66109234900683,146.585051709786,4051761.6261547306,617191.1038398921,4870822.730523077
314689006.0,50.1109183500388,8.66109235097714,146.584103473462,4051761.6312288684,617191.1047553848,4870822.724979388
314689206.0,50.1109183901368,8.66109235955042,146.583051851951,4051761.6270865314,617191.1047447373,4870822.727032867
314689406.0,50.1109184153971,8.66109236257321,146.581920533441,4051761.624205387,617191.1045245839,4870822.727966754
314689606.0,50.1109183725607,8.6610923561533,146.58075243514,4051761.6271483004,617191.1045083395,4870822.724014768
314689806.0,50.1109184549306,8.66109236581537,146.579605453648,4051761.6193670873,617191.1040221764,4870822.729010528
314690006.0,50.1109183318343,8.66109232037542,146.578553029336,4051761.629575588,617191.102289284,4870822.719421991
314690206.0,50.1109183629115,8.66109224749198,146.57767315302,4051761.627180719,617191.0966508222,4870822.720963754
314690406.0,50.1109183984454,8.66109219698451,146.577027822845,4051761.6243174807,617191.0925600833,4870822.723003396
314690606.0,50.1109183899553,8.66109229734439,146.576658743434,4051761.6237187614,617191.0997306668,4870822.722114568
314690806.0,50.1109183581177,8.66109229778249,146.576588678174,4051761.626355918,617191.100164076,4870822.719789686
314691006.0,50.1109183911528,8.6610923314806,146.576824926771,4051761.6233553654,617191.102145321,4870822.7223275015
314691206.0,50.1109183889639,8.6610923338435,146.577364460565,4051761.623856659,617191.1023926547,4870822.722585335
314691406.0,50.1109183916706,8.66109232080674,146.578193949535,4051761.624294602,617191.1015160584,4870822.723414873
314691606.0,50.1109184080053,8.66109227502297,146.579290576279,4051761.6241047964,617191.0981743494,4870822.725421529
314691806.0,50.1109184096396,8.66109227074335,146.580624528229,4051761.6248587137,617191.0979795287,4870822.726561636
314692006.0,50.110918391093,8.66109231099423,146.582159767859,4051761.6269633262,617191.1012125681,4870822.726416592
314692206.0,50.1109183318618,8.66109232976501,146.583849810995,4051761.632830231,617191.1034644594,4870822.723488106
314692406.0,50.1109183713482,8.66109231689549,146.585633204319,4051761.630767851,617191.1022190986,4870822.727673228
314692606.0,50.1109184350712,8.66109233245107,146.587435442023,4051761.62636626,617191.102674181,4870822.733601716
314692806.0,50.1109183945277,8.66109235930603,146.589183209464,4051761.630605902,617191.1052631477,4870822.732050603
314693006.0,50.1109183759676,8.66109239496881,146.590809765272,4051761.6328189713,617191.1081807247,4870822.731974661
314693206.0,50.1109184101267,8.66109243762197,146.59225725662,4051761.6303950315,617191.1108977679,4870822.735522029
314693406.0,50.1109184134496,8.66109244762851,146.593477109447,4051761.630780246,617191.111680494,4870822.736695044
314693606.0,50.1109184161824,8.66109244355454,146.594430017285,4051761.6311976863,617191.1114492993,4870822.7376211425
314693806.0,50.110918392554,8.66109243539854,146.595088279806,4051761.633696521,617191.1112397908,4870822.736440695
314694006.0,50.1109183803853,8.66109240390061,146.595437104814,4051761.6352837025,617191.1092024512,4870822.7358402945
314694206.0,50.11091845833,8.66109240207008,146.595473548397,4051761.628749943,617191.108074733,4870822.741428412
314694406.0,50.1109184540223,8.66109243080334,146.595207839273,4051761.6286354335,617191.1101363556,4870822.740917248
314694606.0,50.1109185336827,8.6610922644261,146.594674508087,4051761.6233681794,617191.0972953805,4870822.746190572
314694806.0,50.1109185237523,8.66109224753055,146.59392293822,4051761.623911569,617191.0961556344,4870822.74490552
314695006.0,50.1109184724644,8.6610923547013,146.592991332524,4051761.62649391,617191.1043035954,4870822.7405321095
314695206.0,50.1109184634961,8.66109229127686,146.591909158044,4051761.627247732,617191.0998291922,4870822.7390620215
314695406.0,50.1109184421612,8.66109231660912,146.59070656728,4051761.628012552,617191.1017786721,4870822.736617372
314695606.0,50.1109184931734,8.66109230301804,146.589414480142,4051761.623035631,617191.1000371389,4870822.7392649045
314695806.0,50.1109185179003,8.6610923113797,146.588061759248,4051761.6200016164,617191.100180006,4870822.739990862
314696006.0,50.1109184738919,8.66109227957297,146.586674616672,4051761.623178012,617191.0983624017,4870822.7357872045
314696206.0,50.1109185381202,8.66109228018669,146.585279589519,4051761.616867706,617191.0974455817,4870822.739298517
314696406.0,50.1109185183035,8.66109226144028,146.583902179264,4051761.617868412,617191.0962415732,4870822.736828031
314696606.0,50.110918483688,8.66109225048086,146.582568614744,4051761.620061682,617191.0957826711,4870822.733335522
314696806.0,50.110918496844,8.66109224409259,146.581302030943,4051761.618217458,617191.095039508,4870822.733302166
314697006.0,50.1109184929554,8.66109222832813,146.580119885504,4051761.6179659045,617191.0938605134,4870822.732117727
314697206.0,50.1109185253727,8.66109223844944,146.579035880975,4051761.6144344197,617191.0940549267,4870822.73359846
314697406.0,50.1109185459677,8.66109214771402,146.578063123859,4051761.6130574024,617191.087279787,4870822.7343212105
314697606.0,50.1109185061485,8.66109223463714,146.577215670608,4051761.6149435327,617191.0938566297,4870822.730830486
314697806.0,50.1109184665166,8.66109219767782,146.576508644037,4051761.6182373515,617191.0916840839,4870822.727460868
314698006.0,50.1109184864065,8.6610922414987,146.575956488028,4051761.6157370405,617191.094473987,4870822.728456043
314698206.0,50.1109184776765,8.66109225969967,146.575573670678,4051761.616034871,617191.0958363301,4870822.727539561
314698406.0,50.1109185017334,8.66109222655894,146.575372362509,4051761.614234435,617191.0931640974,4870822.729101189
314698606.0,50.1109185007504,8.66109226593895,146.575359101407,4051761.613884766,617191.0959602705,4870822.729020892
314698806.0,50.1109184887857,8.66109230432944,146.575537527911,4051761.614593865,617191.0988461229,4870822.728304299
314699006.0,50.1109185143594,8.66109222668324,146.57590991538,4051761.6135085816,617191.0930625245,4870822.730414317
314699206.0,50.1109185644369,8.66109226901064,146.576477649622,4051761.6091872803,617191.0954669779,4870822.734422191
314699406.0,50.1109185446461,8.66109225912032,146.577240697108,4051761.6114474316,617191.0950956208,4870822.733595898
314699606.0,50.1109185786363,8.66109224394214,146.578188168816,4051761.609343696,617191.0936769114,4870822.736747559
314699806.0,50.1109185029458,8.66109226581675,146.579299331643,4051761.6161989127,617191.0963039345,4870822.732200789
314700006.0,50.1109185128646,8.6610922787644,146.580544882454,4051761.6160122096,617191.0972123535,4870822.733864037
314700206.0,50.1109184886972,8.66109227402667,146.581886314787,4051761.618952823,617191.097317477,4870822.73316933
314700406.0,50.1109184875763,8.66109226613863,146.58327956032,4051761.620015674,617191.096908619,4870822.734158391
314700606.0,50.1109185184044,8.66109229601104,146.584677110426,4051761.6179787996,617191.0987598402,4870822.737429824
314700806.0,50.1109185140335,8.66109230308423,146.586035481654,4051761.619132596,617191.0994473922,4870822.738160288
314701006.0,50.1109185535623,8.66109230472589,146.587317614816,4051761.616592531,617191.099179259,4870822.741963823
314701206.0,50.1109185436765,8.66109230308842,146.588491173461,4051761.618188309,617191.0993038553,4870822.742159082
314701406.0,50.1109185738644,8.66109230170165,146.589531070553,4051761.6163154277,617191.0989182224,4870822.745110422
314701606.0,50.1109185414281,8.66109228507164,146.590416247956,4051761.6197925727,617191.098244579,4870822.743475777
314701806.0,50.1109185123506,8.66109229071866,146.591127596796,4051761.6226361445,617191.0990863347,4870822.741947356
314702006.0,50.1109185321657,8.66109230893157,146.59164967481,4051761.6210990488,617191.1001700338,4870822.74376144
314702206.0,50.1109185163781,8.66109235407127,146.591973251663,4051761.6221500263,617191.103596319,4870822.742883516
314702406.0,50.1109185021893,8.66109238276757,146.592098831199,4051761.623117704,617191.105820113,4870822.741967718
314702606.0,50.1109185229921,8.66109236320097,146.592037411407,4051761.621534301,617191.1041631293,4870822.7434045505
314702806.0,50.1109185828918,8.66109238539907,146.5918028038,4051761.6160924085,617191.1049403821,4870822.747497461
314703006.0,50.1109185681011,8.66109239596026,146.591404341161,4051761.6169739864,617191.1058388507,4870822.746136637
314703206.0,50.1109185099444,8.6610924067208,146.590854260139,4051761.6214162977,617191.107294138,4870822.741565982
314703406.0,50.1109185582976,8.66109242249156,146.590174742974,4051761.616735807,617191.1077223067,4870822.744493852
314703606.0,50.110918606382,8.66109234618032,146.589397334494,4051761.6130078435,617191.1016327523,4870822.747327438
314703806.0,50.1109185723634,8.66109235164881,146.588546892628,4051761.6152800834,617191.1023745609,4870822.744248201
314704006.0,50.1109185394669,8.66109236543215,146.587637632154,4051761.6173307886,617191.1036842652,4870822.74120388
314704206.0,50.1109185350848,8.66109236866414,146.586680001579,4051761.6170585845,617191.1038766598,4870822.740156506
314704406.0,50.1109184846147,8.66109237990394,146.585687928833,4051761.620566959,617191.1052243618,4870822.735795037
314704606.0,50.1109184670015,8.66109236380954,146.584691473283,4051761.6215946986,617191.1042163642,4870822.733774039
314704806.0,50.1109185294559,8.66109232090133,146.583730205894,4051761.616177883,617191.1002865105,4870822.73749163
314705006.0,50.1109185168124,8.66109231480184,146.582840512507,4051761.616746326,617191.0999317559,4870822.735907061
314705206.0,50.1109185853618,8.6610922912704,146.582057922147,4051761.6107197977,617191.0973110805,4870822.740196532
314705406.0,50.1109184733389,8.66109227818974,146.581416639499,4051761.6199060655,617191.0977639103,4870822.731713376
314705606.0,50.1109184216053,8.66109223267296,146.580943905748,4051761.6244616862,617191.0951643746,4870822.727660258
314705806.0,50.1109184001742,8.66109222503496,146.580658796243,4051761.6261714543,617191.0948721516,4870822.725912718
314706006.0,50.1109184589658,8.66109224371971,146.580571470782,4051761.620954279,617191.0954294177,4870822.73003959
314706206.0,50.1109184331422,8.6610922357926,146.58068416547,4051761.6232899823,617191.0952116222,4870822.728283944
314706406.0,50.1109184600045,8.66109222343898,146.580987697467,4051761.621348986,617191.0940220803,4870822.73043305
314706606.0,50.1109185160514,8.6610922421431,146.581460984424,4051761.616718609,617191.0946701331,4870822.7347942805
314706806.0,50.1109184918563,8.66109222790907,146.582079368643,4051761.6193054477,617191.0940342394,4870822.733542812
314707006.0,50.1109185099219,8.66109221092265,146.582820597105,4051761.618434074,617191.0926724122,4870822.735400249
314707206.0,50.1109185176322,8.6610922195111,146.58366543334,4051761.6182266194,617191.0932622496,4870822.736598493
314707406.0,50.110918514914,8.66109222859996,146.584594702348,4051761.6189472107,617191.0940296615,4870822.737117606
314707606.0,50.1109185269768,8.66109222381993,146.585581072606,4051761.6186062517,617191.0936318536,4870822.738734932
314707806.0,50.1109185472917,8.66109222517039,146.586589186452,4051761.6175167677,617191.0935636122,4870822.740957599
314708006.0,50.1109185752605,8.66109221579662,146.587577038445,4051761.6158841653,617191.0926366611,4870822.743710709
314708206.0,50.1109186204263,8.66109226797528,146.588504450396,4051761.6120992023,617191.0958356252,4870822.747644183
314708406.0,50.1109186023308,8.66109227471852,146.589343260042,4051761.6140851686,617191.0966260643,4870822.746996957
314708606.0,50.1109186204546,8.66109227768497,146.590074815787,4051761.6129878177,617191.0966735533,4870822.748851123
314708806.0,50.1109186336054,8.6610922694828,146.590682799928,4051761.6123520294,617191.0959832178,4870822.750255729
314709006.0,50.1109185787936,8.66109229782558,146.591149101965,4051761.616967096,617191.0987370263,4870822.74670354
314709206.0,50.110918594202,8.66109231084119,146.59145342838,4051761.615719748,617191.0994887983,4870822.748036197
314709406.0,50.1109186616249,8.66109227750111,146.591578676365,4051761.6104694884,617191.096276641,4870822.752941884
314709606.0,50.1109186172205,8.66109229808789,146.591511904262,4051761.613952014,617191.0982967293,4870822.749723081
314709806.0,50.1109186381553,8.66109232376205,146.591242636554,4051761.611738366,617191.0998172484,4870822.75100985
314710006.0,50.1109186171912,8.6610922880581,146.590765597299,4051761.613589376,617191.0975157599,4870822.749148359
314710206.0,50.110918604028,8.66109229199228,146.590081552975,4051761.6142239645,617191.0978970918,4870822.747684509
314710406.0,50.110918586436,8.66109228315346,146.589194840752,4051761.6152413343,617191.0974125097,4870822.745749227
314710606.0,50.1109186380058,8.6610922725461,146.588111530058,4051761.610317588,617191.0958949707,4870822.748596727
314710806.0,50.1109186127063,8.66109225607913,146.586838445626,4051761.6118224915,617191.0949326997,4870822.745815176
314711006.0,50.1109186132129,8.66109224156407,146.58538154047,4051761.6110124397,617191.0937590346,4870822.744733449
314711206.0,50.1109185380352,8.66109225105762,146.583750001155,4051761.6162189133,617191.0952390479,4870822.73811882
314711406.0,50.1109185999775,8.66109222074387,146.581955472007,4051761.610181358,617191.0921259422,4870822.741160528
314711606.0,50.1109185674633,8.6610921774389,146.580015012063,4051761.6121609923,617191.0892940562,4870822.737352251
314711806.0,50.1109185805132,8.66109213466597,146.577950296924,4051761.610211649,617191.0859021795,4870822.736698931
